user_id,purchase_intent,indecisiveness,engagement_level
1910,0.1132,0.813,low
1911,0.1149,0.4045,low
1912,0.1117,0.3267,medium
1913,0.206,0.8532,low
1914,0.0978,0.217,medium
1915,0.4447,0.0719,low
1916,0.2167,0.3624,medium
1917,0.5229,0.7645,low
1918,0.1576,0.6106,medium
1919,0.5784,0.7584,low
1920,0.3993,0.9578,low
1921,0.0969,0.6081,low
1922,0.3801,0.5485,low
1923,0.5648,0.3073,low
1924,0.7255,0.6198,medium
1925,0.105,0.8624,medium
1926,0.0964,0.9506,medium
1927,0.3052,0.7008,medium
1928,0.3699,0.5752,low
1929,0.4194,0.5362,high
1930,0.058,0.4193,low
1931,0.092,0.4562,low
1932,0.1174,0.7948,low
1933,0.0478,0.1067,low
1934,0.0521,0.3054,medium
1935,0.1831,0.5995,low
1936,0.2882,0.2977,low
1937,0.1754,0.3108,low
1938,0.1708,0.591,low
1939,0.0531,0.4952,medium
1940,0.4792,0.39,low
1941,0.4973,0.386,low
1942,0.1252,0.502,medium
1943,0.4491,0.5449,medium
1944,0.5672,0.5512,high
1945,0.406,0.4467,low
1946,0.2426,0.5299,medium
1947,0.6948,0.6012,low
1948,0.3845,0.4028,medium
1949,0.4805,0.4368,medium
1950,0.2623,0.9622,low
1951,0.3662,0.8183,low
1952,0.2386,0.7434,low
1953,0.2027,0.4905,low
1954,0.0249,0.376,medium
1955,0.1376,0.4703,low
1956,0.1139,0.0211,medium
1957,0.1534,0.233,medium
1958,0.395,0.1348,low
1959,0.4106,0.5941,low
1960,0.15,0.9084,low
1961,0.496,0.5445,low
1962,0.4924,0.9299,high
1963,0.1474,0.8798,high
1964,0.3957,0.2295,low
1965,0.3796,0.5994,low
1966,0.1657,0.7638,medium
1967,0.3345,0.4235,medium
1968,0.4641,0.4236,medium
1969,0.2062,0.691,medium
1970,0.4639,0.0783,low
1971,0.5209,0.6553,high
1972,0.616,0.2995,medium
1973,0.2086,0.4772,low
1974,0.0732,0.4086,low
1975,0.128,0.629,low
1976,0.4867,0.571,low
1977,0.2911,0.6631,high
1978,0.5303,0.2094,medium
1979,0.4648,0.2466,low
1980,0.6573,0.3108,low
1981,0.3003,0.1993,low
1982,0.5461,0.5534,medium
1983,0.1155,0.7784,high
1984,0.1059,0.0364,low
1985,0.4224,0.5107,low
1986,0.5215,0.217,low
1987,0.5484,0.5345,medium
1988,0.2477,0.3517,medium
1989,0.4679,0.6569,low
1990,0.2229,0.679,high
1991,0.3505,0.2658,medium
1992,0.2954,0.6453,low
1993,0.1439,0.4063,low
1994,0.2075,0.5003,medium
1995,0.1258,0.3654,medium
1996,0.1259,0.5844,medium
1997,0.0822,0.5808,medium
1998,0.3746,0.6149,low
1999,0.5377,0.7981,low
2000,0.5062,0.2304,low
